territory_id;R;G;B;territory_type;x;y
ter-003845;3;44;255;land;3029.91;349.67
ter-003846;31;134;235;land;4703.37;66.86
ter-003847;113;249;5;land;3127.96;514.43
ter-003848;199;11;0;land;4980.68;419.68
ter-003849;252;163;1;land;5104.77;238.44
ter-003850;43;219;138;land;4060.31;52.76
ter-003851;83;223;21;land;3279.59;1200.98
ter-003852;43;99;237;land;1204.63;90.15
ter-003853;133;213;63;land;4191.37;524.41
ter-003854;255;130;177;land;2966.99;595.6
ter-003855;152;228;211;land;4109.47;576.89
ter-003856;155;221;44;land;2802.54;1080.75
ter-003857;248;80;95;land;1644.75;1187.86
ter-003858;144;105;232;land;4136.41;103.73
ter-003859;172;133;235;land;3074.67;1236.68
ter-003860;250;20;239;land;5487.99;114.76
ter-003861;70;228;14;land;4400.17;63.48
ter-003862;174;106;203;land;2880.29;667.19
ter-003863;222;21;209;land;1817.84;1771.02
ter-003864;253;137;102;land;2133.5;1259.98
ter-003865;78;162;72;land;3487.65;537.66
ter-003866;48;142;164;land;3335.05;946.93
ter-003867;39;63;7;land;4835.98;297.47
ter-003868;189;5;63;land;1370.28;586.74
ter-003869;173;238;28;land;1631.23;573.56
ter-003870;35;227;147;land;3955.56;1181.89
ter-003871;44;81;46;land;3029.26;1356.48
ter-003872;191;187;67;land;3048.48;585.79
ter-003873;12;141;243;land;5318.27;269.52
ter-003874;239;153;175;land;1162.81;332.09
ter-003875;38;2;190;land;5010.0;533.0
ter-003876;41;212;135;land;3680.89;114.65
ter-003877;67;183;25;land;3721.52;497.43
ter-003878;239;11;153;land;3254.21;1430.12
ter-003879;167;241;78;land;1858.54;1419.94
ter-003880;139;67;79;land;5114.79;1305.46
ter-003881;180;239;26;land;1668.78;1356.8
ter-003882;135;116;142;land;1032.1;81.05
ter-003883;158;96;120;land;5036.44;1764.09
ter-003884;71;61;148;land;4536.91;1162.42
ter-003885;44;109;62;land;1396.36;7.55
ter-003886;182;120;226;land;3538.48;199.83
ter-003887;2;20;139;land;1528.4;936.1
ter-003888;189;244;246;land;5423.0;1043.0
ter-003889;240;94;79;land;2648.9;943.73
ter-003890;20;29;128;land;5008.27;592.46
ter-003891;172;37;212;land;3713.36;307.69
ter-003892;202;19;89;land;1452.69;372.89
ter-003893;195;242;36;land;4863.49;1644.42
ter-003894;123;249;98;land;649.67;1325.1
ter-003895;244;252;132;land;4613.73;1280.36
ter-003896;204;67;149;land;1323.62;493.45
ter-003897;117;106;238;land;2913.68;491.4
ter-003898;252;176;140;land;4434.71;688.37
ter-003899;225;217;171;land;3265.29;874.97
ter-003900;205;169;176;land;1425.78;51.55
ter-003901;66;88;56;land;2067.32;1553.48
ter-003902;112;234;169;land;1709.91;1850.01
ter-003903;168;144;87;land;1450.4;581.53
ter-003904;213;144;116;land;3587.7;265.24
ter-003905;122;58;234;land;1690.31;1990.24
ter-003906;239;184;86;land;3290.48;1202.55
ter-003907;208;77;196;land;4467.64;598.25
ter-003908;178;1;85;land;3042.87;1290.04
ter-003909;242;167;192;land;1431.9;846.1
ter-003910;87;94;68;land;1575.57;480.49
ter-003911;71;50;244;land;2099.31;1252.36
ter-003912;76;123;18;land;2584.31;846.47
ter-003913;203;236;154;land;1866.68;1328.17
ter-003914;80;199;84;land;4341.43;226.38
ter-003915;91;88;57;land;3197.08;1135.7
ter-003916;177;218;143;land;3379.7;381.73
ter-003917;177;167;112;land;2662.22;939.21
ter-003918;5;65;179;land;1831.88;254.12
ter-003919;84;86;136;land;4348.88;18.73
ter-003920;39;28;218;land;3502.88;164.67
ter-003921;50;119;137;land;1767.76;1912.54
ter-003922;225;197;143;land;1649.64;210.84
ter-003923;173;231;212;land;1787.95;1761.45
ter-003924;99;16;157;land;1939.05;1706.37
ter-003925;102;225;157;land;5131.02;1692.43
ter-003926;129;212;192;land;3052.6;139.8
ter-003927;89;242;86;land;4034.56;816.16
ter-003928;190;56;164;land;2725.4;619.88
ter-003929;37;85;250;land;4000.66;858.68
ter-003930;241;135;157;land;3899.14;745.0
ter-003931;95;36;23;land;1794.9;1168.09
ter-003932;156;165;86;land;3748.3;7.28
ter-003933;238;172;139;land;2406.16;84.18
ter-003934;234;99;238;land;4014.65;420.9
ter-003935;106;47;33;land;4338.36;518.14
ter-003936;14;72;99;land;3361.1;590.49
ter-003937;232;247;33;land;2038.52;1568.03
ter-003938;143;159;63;land;4589.52;566.98
ter-003939;33;42;216;land;3853.21;611.33
ter-003940;194;162;20;land;5213.51;215.87
ter-003941;110;134;142;land;1411.74;402.75
ter-003942;206;162;205;land;3392.43;1442.59
ter-003943;125;70;218;land;4818.88;631.62
ter-003944;160;160;18;land;1776.4;1812.85
ter-003945;153;21;200;land;1069.28;715.61
ter-003946;188;17;196;land;4783.49;551.96
ter-003947;254;178;178;land;1886.24;1230.12
ter-003948;154;188;153;land;4510.58;961.51
ter-003949;115;182;203;land;4472.4;150.56
ter-003950;133;94;180;land;1834.79;1799.65
ter-003951;95;215;109;land;6.32;685.97
ter-003952;31;242;52;land;4763.5;975.0
ter-003953;55;191;235;land;2956.37;889.59
ter-003954;179;102;195;land;4607.07;49.7
ter-003955;86;56;101;land;3449.46;603.14
ter-003956;97;68;123;land;5084.93;937.0
ter-003957;142;6;252;land;577.85;111.86
ter-003958;235;25;192;land;2998.71;417.37
ter-003959;22;153;52;land;3199.06;1314.47
ter-003960;80;219;38;land;4783.05;652.8
ter-003961;54;247;211;land;3068.4;1490.14
ter-003962;201;74;90;land;2954.6;694.0
ter-003963;231;209;11;land;4156.74;616.16
ter-003964;88;191;18;land;5099.64;1770.44
ter-003965;11;87;68;land;1192.69;481.04
ter-003966;152;157;48;land;1163.05;462.82
ter-003967;216;77;221;land;3077.88;720.18
ter-003968;121;17;207;land;4138.12;582.51
ter-003969;65;237;54;land;3574.62;1004.53
ter-003970;208;56;169;land;3370.7;1368.6
ter-003971;83;13;169;land;4242.31;476.86
ter-003972;9;167;128;land;3036.31;200.09
ter-003973;99;19;12;land;5531.64;1737.67
ter-003974;117;53;181;land;1905.79;372.88
ter-003975;39;43;93;land;3090.09;486.34
ter-003976;86;33;83;land;3225.23;1694.82
ter-003977;46;230;103;land;3663.99;260.69
ter-003978;246;11;108;land;446.9;139.45
ter-003979;128;193;203;land;917.49;272.14
ter-003980;62;236;129;land;3.78;1333.31
ter-003981;132;201;223;land;2952.17;537.17
ter-003982;31;128;25;land;3249.2;822.2
ter-003983;0;7;83;land;4192.83;429.13
ter-003984;108;226;83;land;4832.28;331.12
ter-003985;215;195;164;land;4177.41;819.3
ter-003986;127;17;1;land;3053.93;249.99
ter-003987;112;133;32;land;3374.63;1001.94
ter-003988;76;62;121;land;85.0;127.48
ter-003989;193;5;86;land;5308.54;1321.73
ter-003990;31;227;21;land;3230.97;470.3
ter-003991;97;237;158;land;3597.84;843.2
ter-003992;110;159;91;land;2979.03;702.94
ter-003993;36;111;192;land;5117.51;469.8
ter-003994;27;132;177;land;1223.81;162.63
ter-003995;144;212;34;land;5625.06;432.03
ter-003996;195;83;240;land;5238.83;379.92
ter-003997;204;195;49;land;1223.88;840.31
ter-003998;186;137;170;land;4474.31;96.78
ter-003999;14;181;185;land;4064.68;700.83
ter-004000;223;116;228;land;4349.74;201.54
ter-004001;244;17;157;land;2159.36;1448.33
ter-004002;28;151;138;land;1616.84;1115.29
ter-004003;33;26;255;land;4010.66;384.29
ter-004004;197;205;28;land;3524.12;910.19
ter-004005;229;237;94;land;1284.4;891.89
ter-004006;43;116;66;land;886.01;51.59
ter-004007;176;112;165;land;3161.94;422.17
ter-004008;157;83;209;land;4500.93;823.78
ter-004009;198;89;45;land;1280.41;614.85
ter-004010;111;48;195;land;1524.51;485.03
ter-004011;121;4;69;land;3085.17;1268.47
ter-004012;230;214;76;land;997.18;70.94
ter-004013;111;107;161;land;1585.27;1256.88
ter-004014;11;89;52;land;4580.49;188.85
ter-004015;110;233;95;land;5128.79;155.76
ter-004016;148;82;30;land;2961.2;561.55
ter-004017;235;69;30;land;79.33;1415.33
ter-004018;192;109;72;land;3213.26;130.45
ter-004019;176;227;134;land;1814.59;156.77
ter-004020;93;110;206;land;3474.72;376.14
ter-004021;219;162;181;land;38.0;1451.0
ter-004022;59;237;85;land;1820.35;1359.03
ter-004023;127;41;245;land;1653.78;349.85
ter-004024;25;131;134;land;2774.08;896.2
ter-004025;145;194;159;land;4565.08;1150.98
ter-004026;115;56;158;land;1446.79;138.15
ter-004027;186;108;50;land;3386.12;1164.25
ter-004028;60;70;199;land;1242.97;415.03
ter-004029;215;196;136;land;3593.69;1401.21
ter-004030;69;35;216;land;1450.26;384.17
ter-004031;26;171;240;land;2729.84;1062.37
ter-004032;78;32;144;land;3083.92;1130.02
ter-004033;30;159;102;land;4.88;1205.28
ter-004034;128;27;40;land;2958.34;938.88
ter-004035;32;100;235;land;2162.63;1302.43
ter-004036;245;33;5;land;1053.39;523.11
ter-004037;16;210;98;land;787.0;98.62
ter-004038;234;55;83;land;3380.63;616.71
ter-004039;53;111;173;land;1656.43;1315.4
ter-004040;120;34;191;land;1995.21;74.48
ter-004041;98;102;243;land;1506.12;1023.58
ter-004042;207;24;93;land;3374.15;1255.11
ter-004043;210;64;100;land;834.91;148.58
ter-004044;254;120;208;land;4832.5;1277.5
ter-004045;17;148;48;land;1530.49;319.53
ter-004046;73;142;134;land;3186.95;850.77
ter-004047;9;118;236;land;4082.81;152.91
ter-004048;163;138;125;land;4438.43;808.15
ter-004049;70;33;183;land;624.62;214.33
ter-004050;205;211;33;land;1109.03;521.0
ter-004051;116;90;249;land;3172.84;1083.15
ter-004052;225;1;214;land;1320.22;468.27
ter-004053;39;235;205;land;4316.61;310.32
ter-004054;137;48;130;land;3913.41;778.19
ter-004055;153;223;21;land;2960.87;204.64
ter-004056;53;8;39;land;4064.96;354.06
ter-004057;172;155;197;land;2893.07;358.12
ter-004058;36;4;60;land;4289.86;209.79
ter-004059;7;216;13;land;3231.45;684.58
ter-004060;10;8;181;land;2112.11;201.6
ter-004061;81;228;81;land;1777.95;1700.31
ter-004062;4;103;38;land;1244.47;333.88
ter-004063;88;221;74;land;4.49;1445.61
ter-004064;252;47;62;land;3732.12;541.25
ter-004065;170;132;137;land;4466.27;815.92
ter-004066;115;187;66;land;3562.65;929.91
ter-004067;173;113;73;land;4669.14;415.8
ter-004068;53;4;55;land;4059.44;523.72
ter-004069;237;185;28;land;1825.66;1666.92
ter-004070;53;197;113;land;3533.5;178.55
ter-004071;43;119;10;land;3720.55;586.53
ter-004072;247;85;217;land;4195.56;725.9
ter-004073;59;210;176;land;3678.86;56.14
ter-004074;205;145;143;land;4450.19;630.85
ter-004075;144;38;21;land;5012.89;210.22
ter-004076;41;63;5;land;3968.25;573.08
ter-004077;219;169;36;land;860.94;246.64
ter-004078;178;251;175;land;5623.06;1422.93
ter-004079;155;242;255;land;4522.02;677.0
ter-004080;41;25;80;land;2436.3;939.9
ter-004081;42;228;44;land;3434.29;1358.83
ter-004082;174;165;77;land;3221.97;1172.39
ter-004083;117;160;176;land;4747.67;1201.67
ter-004084;137;171;199;land;4177.3;88.61
ter-004085;64;127;147;land;3946.49;579.52
ter-004086;186;152;190;land;4311.65;776.88
ter-004087;122;129;46;land;1802.58;415.62
ter-004088;142;38;102;land;1457.24;974.55
ter-004089;62;87;136;land;1723.17;1518.94
ter-004090;253;84;116;land;3665.31;471.8
ter-004091;179;147;117;land;4464.04;187.57
ter-004092;222;37;133;land;996.04;492.23
ter-004093;245;92;158;land;4445.18;674.98
ter-004094;39;192;27;land;3620.25;121.22
ter-004095;231;229;202;land;3497.37;221.69
ter-004096;115;116;241;land;1953.38;363.12
ter-004097;42;96;26;land;2004.45;1122.0
ter-004098;98;94;225;land;3176.58;1250.83
ter-004099;15;9;72;land;1908.99;1320.73
ter-004100;58;32;85;land;4677.73;701.2
ter-004101;97;127;123;land;1686.69;1122.58
ter-004102;203;99;255;land;2681.09;906.95
ter-004103;19;217;94;land;4703.67;1522.32
ter-004104;42;203;87;land;2826.69;792.07
ter-004105;17;45;50;land;4044.7;580.14
ter-004106;119;202;135;land;1616.69;1303.58
ter-004107;227;103;42;land;9.24;1326.94
ter-004108;141;68;51;land;403.0;106.44
ter-004109;224;224;84;land;3061.95;533.66
ter-004110;73;203;202;land;1715.35;1409.08
ter-004111;211;117;90;land;4637.67;798.32
ter-004112;224;111;62;land;3167.43;1370.8
ter-004113;176;4;95;land;4.41;2079.87
ter-004114;237;232;211;land;4209.7;631.66
ter-004115;153;202;18;land;1060.95;757.57
ter-004116;89;137;52;land;4451.01;591.77
ter-004117;73;113;160;land;5625.0;504.79
ter-004118;225;1;178;land;3080.96;1619.72
ter-004119;92;217;204;land;1795.4;1094.8
ter-004120;136;58;121;land;5035.24;1521.57
ter-004121;48;34;99;land;1143.55;384.94
ter-004122;53;11;24;land;1648.68;1980.62
ter-004123;144;67;221;land;3960.77;667.98
ter-004124;41;87;205;land;4783.32;598.88
ter-004125;95;48;165;land;2598.03;161.31
ter-004126;54;194;101;land;3209.26;595.42
ter-004127;17;3;66;land;1752.67;1311.81
ter-004128;132;42;234;land;5436.75;1889.39
ter-004129;80;125;163;land;5625.57;1775.01
ter-004130;100;49;178;land;2895.64;802.77
ter-004131;75;2;129;land;1852.33;302.71
ter-004132;123;150;7;land;1972.34;1684.52
ter-004133;10;77;122;land;3540.11;644.1
ter-004134;118;19;204;land;4365.53;728.67
ter-004135;33;51;224;land;4141.16;251.21
ter-004136;153;196;126;land;8.72;155.24
ter-004137;188;82;194;land;3679.44;70.2
ter-004138;22;45;215;land;3132.0;934.15
ter-004139;243;83;212;land;336.93;257.66
ter-004140;202;188;47;land;1528.3;43.06
ter-004141;26;74;181;land;2682.21;951.75
ter-004142;108;99;245;land;4152.59;311.89
ter-004143;21;191;13;land;3469.35;1161.83
ter-004144;230;44;216;land;4408.69;1190.13
ter-004145;219;167;103;land;1896.0;313.0
ter-004146;219;209;244;land;2879.2;550.28
ter-004147;163;223;92;land;2036.07;136.62
ter-004148;71;121;95;land;2710.87;1080.75
ter-004149;29;150;16;land;4610.78;1512.07
ter-004150;249;81;198;land;1404.45;128.16
ter-004151;12;110;2;land;3424.57;131.35
ter-004152;117;213;57;land;3007.56;347.1
ter-004153;214;189;243;land;2888.92;433.54
ter-004154;200;85;104;land;4116.51;382.26
ter-004155;54;228;173;land;2997.91;466.31
ter-004156;123;108;155;land;4819.96;515.19
ter-004157;250;67;30;land;712.0;159.97
ter-004158;247;118;19;land;3382.03;980.15
ter-004159;170;221;45;land;1244.64;152.36
ter-004160;250;16;156;land;4020.38;897.37
ter-004161;240;151;7;land;3339.91;1262.03
ter-004162;63;106;82;land;1191.29;603.78
ter-004163;2;92;70;land;913.85;366.96
ter-004164;30;103;82;land;4041.4;878.68
ter-004165;148;120;29;land;1444.96;302.12
ter-004166;159;60;92;land;4630.53;1577.85
ter-004167;128;181;93;land;1419.23;103.64
ter-004168;56;176;48;land;4468.08;783.62
ter-004169;11;244;171;land;4444.5;884.41
ter-004170;139;180;85;land;2919.0;1169.0
ter-004171;147;229;116;land;1101.41;37.59
ter-004172;61;144;135;land;4390.86;826.01
ter-004173;189;63;29;land;4587.95;1544.65
ter-004174;190;226;253;land;3301.41;1530.65
ter-004175;171;184;24;land;3089.74;255.84
ter-004176;102;24;231;land;3278.03;758.75
ter-004177;154;129;9;land;1047.23;244.02
ter-004178;208;148;173;land;5626.17;1640.55
ter-004179;191;111;163;land;1827.76;1240.99
ter-004180;97;120;33;land;4169.76;344.64
ter-004181;172;102;193;land;3253.29;1168.78
ter-004182;133;180;119;land;1824.4;1715.5
ter-004183;84;38;232;land;4476.6;1284.79
ter-004184;220;59;159;land;3172.38;149.38
ter-004185;234;18;15;land;3919.16;631.24
ter-004186;200;218;113;land;1016.32;101.57
ter-004187;34;5;208;land;161.5;281.5
ter-004188;184;79;44;land;3697.82;396.0
ter-004189;32;246;38;land;1469.12;520.08
ter-004190;148;230;160;land;3048.21;1051.99
ter-004191;6;97;179;land;4725.23;949.92
ter-004192;89;214;14;land;4069.51;434.46
ter-004193;151;63;145;land;4541.43;311.05
ter-004194;85;214;218;land;4269.08;501.94
ter-004195;105;113;154;land;1960.59;1239.4
ter-004196;250;100;124;land;2106.04;19.8
ter-004197;234;240;40;land;225.61;103.43
ter-004198;161;146;193;land;1909.14;409.88
ter-004199;106;200;77;land;3239.63;1615.29
ter-004200;216;143;231;land;1449.1;320.89
ter-004201;17;22;224;land;3627.08;887.01
ter-004202;32;208;66;land;2832.38;1063.8
ter-004203;235;78;27;land;5401.5;1963.0
ter-004204;114;24;56;land;2563.64;870.05
ter-004205;94;163;153;land;2747.23;795.45
ter-004206;94;168;135;land;3535.94;1089.68
ter-004207;24;255;150;land;1713.97;1078.57
ter-004208;225;35;57;land;5625.09;1028.5
ter-004209;235;3;9;land;1497.15;111.88
ter-004210;33;204;230;land;4658.81;1026.74
ter-004211;188;84;63;land;1127.47;592.73
ter-004212;207;143;116;land;4494.19;660.91
ter-004213;252;240;167;land;833.86;227.21
ter-004214;162;22;175;land;3797.57;348.14
ter-004215;225;8;21;land;4474.03;432.0
ter-004216;161;59;79;land;3208.0;551.06
ter-004217;253;239;31;land;4017.86;1016.8
ter-004218;25;175;63;land;1987.1;1676.98
ter-004219;33;20;159;land;2801.08;480.35
ter-004220;220;168;6;land;3404.24;344.78
ter-004221;217;43;247;land;5152.03;1654.43
ter-004222;34;249;188;land;290.71;258.57
ter-004223;168;204;20;land;2745.92;811.49
ter-004224;88;99;52;land;4824.24;1580.52
ter-004225;143;105;164;land;1662.63;1002.9
ter-004226;154;98;123;land;3404.42;1022.88
ter-004227;233;160;149;land;3454.78;542.34
ter-004228;6;28;229;land;3585.15;665.22
ter-004229;202;152;28;land;1322.75;409.95
ter-004230;37;44;0;land;4831.77;377.79
ter-004231;245;246;184;land;724.29;247.88
ter-004232;126;12;6;land;3200.95;369.01
ter-004233;61;137;114;land;2781.09;1045.12
ter-004234;1;34;73;land;3248.79;1392.31
ter-004235;182;252;67;land;4515.39;367.83
ter-004236;91;25;227;land;5508.06;1709.24
ter-004237;114;155;95;land;1865.68;955.95
ter-004238;191;158;201;land;657.4;1496.8
ter-004239;174;231;78;land;3995.41;222.17
ter-004240;240;241;138;land;4341.0;844.92
ter-004241;27;182;25;land;3497.64;1505.7
ter-004242;121;200;219;land;3778.91;519.19
ter-004243;79;139;88;land;3518.25;328.09
ter-004244;172;34;225;land;3838.49;198.66
ter-004245;214;119;177;land;806.53;262.18
ter-004246;145;20;247;land;394.13;256.36
ter-004247;60;113;220;land;968.19;556.11
ter-004248;124;254;85;land;4677.45;200.8
ter-004249;231;229;67;land;3362.79;896.38
ter-004250;8;175;32;land;5341.91;295.08
ter-004251;175;90;92;land;2775.83;856.73
ter-004252;235;248;20;land;1962.76;1220.48
ter-004253;233;118;37;land;2712.51;268.39
ter-004254;140;89;16;land;4348.25;180.15
ter-004255;105;49;217;land;4934.76;1546.18
ter-004256;75;156;207;land;4748.43;1478.23
ter-004257;156;51;151;land;599.96;209.17
ter-004258;167;19;62;land;2028.98;173.55
ter-004259;180;103;112;land;4729.76;1626.73
ter-004260;180;170;177;land;4690.39;398.92
ter-004261;236;40;84;land;3070.67;98.17
ter-004262;68;235;115;land;1653.31;1041.28
ter-004263;3;203;87;land;4820.66;46.99
ter-004264;118;29;24;land;3663.43;709.48
ter-004265;229;181;77;land;4184.42;731.65
ter-004266;109;72;227;land;2871.6;798.06
ter-004267;165;176;85;land;4031.52;84.14
ter-004268;76;151;41;land;4934.91;1452.56
ter-004269;230;149;85;land;5626.31;1118.92
ter-004270;230;146;196;land;5624.74;1387.69
ter-004271;124;181;182;land;4670.14;114.62
ter-004272;167;47;58;land;4605.2;223.13
ter-004273;119;195;92;land;5083.27;120.89
ter-004274;246;72;122;land;1957.35;1116.89
ter-004275;167;88;176;land;1121.0;765.35
ter-004276;123;245;26;land;5096.83;1597.48
ter-004277;105;197;141;land;3074.41;330.98
ter-004278;245;227;211;land;3102.37;280.9
ter-004279;154;7;170;land;4750.52;1321.01
ter-004280;98;9;97;land;1134.49;707.85
ter-004281;78;41;66;land;5314.17;94.14
ter-004282;94;18;100;land;4465.14;1272.01
ter-004283;222;30;194;land;4008.88;849.87
ter-004284;146;194;192;land;1004.85;185.4
ter-004285;217;152;182;land;2689.39;737.82
ter-004286;187;140;80;land;4205.64;575.73
ter-004287;23;252;116;land;5068.45;103.27
ter-004288;43;83;172;land;3222.5;1264.16
ter-004289;163;162;198;land;2996.22;1167.07
ter-004290;33;70;126;land;326.33;1466.33
ter-004291;248;183;14;land;4259.81;658.88
ter-004292;31;255;21;land;5446.86;111.15
ter-004293;211;61;122;land;1853.25;1777.55
ter-004294;60;121;137;land;4779.5;622.17
ter-004295;245;159;221;land;4495.8;169.99
ter-004296;28;79;174;land;4120.34;396.6
ter-004297;42;15;46;land;5276.31;141.09
ter-004298;23;251;190;land;1703.27;140.22
ter-004299;36;70;31;land;3703.31;323.16
ter-004300;26;91;44;land;3174.13;1454.09
ter-004301;152;239;83;land;368.07;250.42
ter-004302;115;27;220;land;1932.73;417.88
ter-004303;13;46;84;land;141.0;1216.0
ter-004304;226;43;56;land;3370.57;1145.67
ter-004305;213;227;58;land;3031.27;132.45
ter-004306;76;12;37;land;5625.06;1373.77
ter-004307;213;35;53;land;920.12;167.57
ter-004308;24;30;214;land;1424.2;911.92
ter-004309;156;243;132;land;3195.0;253.04
ter-004310;170;80;14;land;1404.21;325.87
ter-004311;63;41;121;land;1550.79;760.61
ter-004312;235;93;160;land;4265.94;12.3
ter-004313;124;190;146;land;3839.57;487.8
ter-004314;33;153;116;land;2071.44;1477.98
ter-004315;107;128;36;land;2842.84;529.01
ter-004316;176;22;224;land;2669.0;569.0
ter-004317;54;185;212;land;1178.03;68.71
ter-004318;205;87;99;land;1676.95;212.02
ter-004319;217;173;219;land;4758.68;127.73
ter-004320;197;120;117;land;1295.46;571.5
ter-004321;250;0;123;land;3372.6;554.42
ter-004322;200;130;146;land;3218.88;715.85
ter-004323;89;51;211;land;4095.28;506.46
ter-004324;4;62;0;land;879.28;314.51
ter-004325;213;59;63;land;4037.65;733.13
